Display_Review_Title,Display_Review,Display_Reviewer_Name,Display_Reviewer_Location,Display_Review_Date,Display_Review_Likes,Display_Review_Dislikes
moderate,mobile display properly not working,pulak saikia,jorhat district,202208,1.0,0.0
utterly disappointed,phone display touch sensation is very bad touch reflect after some time some time display operat automatically,flipkart customer,pimpri chinchwad,202207,1.0,0.0
don t waste your money,display not working properly,niranjan pradhan,ganjam district,202207,0.0,0.0
must buy,display is not upto mark,aditya mishra,gorakhpur,202204,0.0,0.0
awesome,display amazing and more customers front camera not good review but front and back camera so good and sound so good,flipkart customer,coimbatore,202206,0.0,0.0
super,display is awesome,pratik vaghela,petlad,202205,0.0,0.0
terrible product,display quality is below average display is totally down to the level of unexpected,prafull raj bajpai,lucknow,202206,0.0,0.0
delightful,display very good,flipkart customer,mandi,202206,0.0,0.0
could be way better,display 4 5,vishal chauhan,ponda,202206,0.0,0.0
,not good for display,shivam vishwakarma,maunath bhanjan,202208,,
just okay,display is good,rintu kt,olavanna,202206,0.0,0.0
good,display is not best,flipkart customer,teghra,202206,0.0,0.0
fair,display waste,vinay,chitradurga district,202205,0.0,0.0
wonderful,for normal use its very nice and affordable phone at this price range coz getting a dimensity 700 chipset at this price range is not possible and this phone is providing it and 90hz screen too is also good plus the hole punch camera gives it a flagship vibe to it,benith appadurai,surat,202207,0.0,0.0
worth the money,it s a good phone if there s a amoled display than it would be better,flipkart customer,bongaigaon,202209,0.0,0.0
decent product,display good,flipkart customer,saran district,202204,1.0,0.0
just wow,display more imprudent,flipkart customer,tiruppur,202210,0.0,0.0
absolute rubbish,4 white dots in the display,lalitha p,gauribidanur,202208,0.0,0.0
,in this range the battery is quite good the screen is also nice back camera is very good there is one problem,flipkart customer,kolkata,202204,,
,display is great with punch hole,anand k,chennai,202204,,
moderate,after 1year complete my display touch not working,vinay sharma,ghaziabad,202307,0.0,0.0
expected a better product,screen is offing atuomaticliy,mohammad zakir nisar,kothagudem,202204,0.0,0.0
value for money,good performing phone camera is average screen quality average processor is good,amitesh dhara,haora district,202210,1.0,0.0
moderate,call not display sometimes only ring comes,rishav kumar,navi mumbai,202209,1.0,1.0
worthless,display problem black spot,bijay yadav,kolkata,202205,17.0,18.0
hated it,display white five months,jugnu kumar,giridih district,202211,0.0,0.0
bad quality,display quality not good,shakir saifi,new delhi,202205,0.0,0.0
bad quality,mobile was good and i got it in offer but don t buy screen protector with mobile my screen protector was so big,naga surendra teki,peddapuram,202204,0.0,0.0
delightful,can t edit photo s in galary if you want edit photo in galary take it s screen shot and then edit that photo ringtone of incoming call are silent phone was only there is big problem for me you can t split the screen you can t use shortcuts like in realme phone nothing any spacial feature many alarms nothing working,flipkart customer,parbhani,202206,0.0,0.0
,nice phone smooth when touch and scroll swipe on screen good brithness decent speakers cool design,vineeth b,bangalore,202208,,
fair,build quality and display not good,vikash kumar,noida,202210,0.0,0.0
really nice,phone is good but split screen is not supported,darshil rathore,gwalior,202301,0.0,0.0
does the job,display is good but world have been nice have they loaded it with amoled but it s justified in this price segment,flipkart customer,srinagar,202204,0.0,0.0
useless product,overheating and while using the mobile display black shade show,imranul haque,siwan,202207,0.0,0.0
good quality product,this phone is awesome and it provide more clarity on photos and it has android 11 and ui appears very good with 10k budget u won t get this type of mobile being 5g supported,thirunavukkarasu thirunavukkarasu,chennai,202206,6.0,1.0
worthless,not good mobile sensor not proper work and screen lock also not proper work and mobile hang problem,rajeev ram,new delhi,202207,0.0,0.0
useless product,display have also issue need full brightness otherwise you can t see,avijit roy,atchutapuram apsez,202302,0.0,0.0
worst experience ever,performance wise it s good but brightness of this display too low it wasn t expected,nilanjan roy,ahmadpur,202206,0.0,0.0
value for money,display dull and performance too late,ranjith aambrose,hosur,202206,0.0,0.0
,good display at that price with 5g support,kishore seku,krishna district,202208,,
