Latitude,Longitude,Performance_Reviewer_Location,Sentiment,Performance_Reviewer_Name
8.9674039,76.85857804538561,kollam district,Positive,"vivek vijayakumar, sarath babu sarath"
9.6287383,76.64553257390992,kottayam district,Positive,jisin joseph
12.9767936,77.590082,bengaluru,Positive,raga flipkart
12.98815675,77.62260003796,bangalore,Positive,sathwik i
14.3049174,76.52972341987515,chitradurga,Positive,maqsood
14.4493717,79.9873763,nellore,Neutral,rohith reddy
15.7680956,77.4819037,yemmiganur,Positive,flipkart customer
15.8309251,78.0425373,kurnool,Positive,tushar barahate
16.5087573,80.6185089,vijayawada,Positive,raghavendra pamidimukkala
17.360589,78.4740613,hyderabad,Positive,"suneel m, md azharuddin"
18.5213738,73.8545071,pune,Negative,manish yadav
18.5213738,73.8545071,pune,Positive,"aniruddha joshi, flipkart customer"
19.3102682,72.8530973,mira bhayandar,Positive,adnan shaikh
19.885,74.4762,kopargaon,Positive,shrirang kadam
22.23617945,83.35295335037318,raigarh district,Negative,rabindra kumar sahoo
22.2973142,73.1942567,vadodara,Positive,amit momaya
22.5736296,88.3251045,howrah,Positive,ayan mukherjee
22.883175,88.7621132,gobardanga,Positive,manish adhikary
23.0215374,72.5800568,ahmedabad,Positive,nikhil t m
23.2232877,72.6492267,gandhinagar,Positive,tushar chaudhari
23.239112849999998,76.27502790367217,janpur,Positive,yashwant kumar
23.9675151,85.43884568595615,hazaribagh,Positive,rishi paswan
25.5125411,86.08833919362361,begusarai,Positive,shubham kumar
25.7831685,76.2848274,chakan,Positive,onkar kasture
26.009390850000003,92.84879014262606,hojai,Positive,kaushik nath
27.024695899999998,77.29201163357268,bharatpur,Positive,murukesh murali
28.4646148,77.0299194,gurgaon,Positive,abhishek shrivastava
28.4646148,77.0299194,gurgaon district,Positive,abhishek singh
28.6138954,77.2090057,new delhi,Positive,flipkart customer
28.739459150000002,77.83517038273197,hapur,Positive,krishna melan laishram
28.7678881,77.46066723508514,ghaziabad,Negative,shubo
29.5,74.0,ganganagar district,Positive,shubham bishnoi
29.607202100000002,78.28537443588678,najibabad,Positive,rahul singh
33.8756947,74.9003129,pulwama,Positive,shafat hussain
43.06829845,58.88937901770629,mal bazar,Positive,prasenjit paul
